Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2019","2019","°C","-0.24","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2020","2020","°C","0.504","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2010","2010","°C","0.781","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2011","2011","°C","0.123","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2012","2012","°C","0.418","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2013","2013","°C","0.131","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2014","2014","°C","-0.351","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2015","2015","°C","1.8","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2016","2016","°C","2.913","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2017","2017","°C","1.824","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2018","2018","°C","0.006","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2019","2019","°C","0.51","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7011","November","2020","2020","°C","2.327","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2010","2010","°C","-0.643","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2011","2011","°C","1.786","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2012","2012","°C","1.075","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2013","2013","°C","-0.284","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2014","2014","°C","2.837","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2015","2015","°C","3.188","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2016","2016","°C","0.512","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2017","2017","°C","2.184","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2018","2018","°C","1.788","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2019","2019","°C","2.028","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7012","December","2020","2020","°C","2.004","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2010","2010","°C","-0.094","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2011","2011","°C","-0.025","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2012","2012","°C","1.929","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2013","2013","°C","1.274","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2014","2014","°C","0.457","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2015","2015","°C","1.763","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°C","3.233","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°C","2.069","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°C","1.873","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°C","1.353","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°C","1.618","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2010","2010","°C","0.991","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2011","2011","°C","0.561","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2012","2012","°C","2.388","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2013","2013","°C","-0.225","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2014","2014","°C","0.672","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2015","2015","°C","1.718","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°C","2.211","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°C","1.466","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°C","1.279","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°C","1.065","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°C","1.321","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°C","0.883","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°C","1.037","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°C","1.097","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°C","0.863","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°C","0.264","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°C","0.837","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°C","1.338","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°C","0.845","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°C","1.153","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°C","0.937","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°C","1.178","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°C","0.978","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°C","0.562","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°C","0.365","Fc","Calculated data"
